,G1,G1_Classic,G2,G3
0,0.026311573684432214,1.9900407424173834,0.9974812745344175,0.7477252776339686
1,0.028434207555921603,1.9909461294703485,0.9963127828437339,0.749097182496144
2,0.02522507044988516,1.9932095971027615,0.9957196644421001,0.7537330435045503
3,0.036917092634514745,1.9886826618379356,0.9969793813438956,0.7472349643419315
4,0.028851072234184056,1.9886826618379356,0.9975623662925297,0.7538468612134333
5,0.029947762130084942,1.9895880488909008,0.9965237628231456,0.7539496022742981
6,0.024684464148744943,1.9895880488909008,0.9975333562031697,0.7477877651905951
7,0.02431410371093584,1.9923042100497963,0.9939068311840066,0.7499199902928899
8,0.026675933125002264,1.990493435943866,0.9943485883585503,0.7491824461469933
9,0.02316291553433684,1.9923042100497963,0.994868511711505,0.7488798164854152
10,0.0338142583951504,1.9900407424173834,0.9944398568240174,0.7488409629990647
11,0.02000957667339972,1.9923042100497963,0.9910604773047815,0.7486076652429764
12,0.028947066740815625,1.990493435943866,0.9951370911543138,0.7520569191263042
13,0.023038855410927657,1.9918515165233137,0.9914768804097027,0.7524247560597206
14,0.02526172635889572,1.990493435943866,0.9960403915616624,0.7483175525130938
15,0.021134414274599198,1.9932095971027615,0.9953959710353452,0.7525618256710171
16,0.029052305781230917,1.9918515165233137,0.9971883533042731,0.7525417764462322
17,0.020062658298555882,1.990493435943866,0.9937826850593283,0.7502239570983672
18,0.02765765330679948,1.9918515165233137,0.9962416480880774,0.7475651854408495
19,0.0299895170124228,1.9900407424173834,0.9977408847899815,0.7496467451123869
20,0.02624292959998435,1.9918515165233137,0.9947665382324477,0.7515403071161226
21,0.025848547569954056,1.9932095971027615,0.9945511492876683,0.7509971044972708
22,0.02670956907161176,1.9918515165233137,0.9992618780876231,0.7514722365077336
23,0.026151520860505095,1.9891353553644182,0.994223640124856,0.7502244049684212
24,0.030361139131181904,1.9891353553644182,0.9979595620867113,0.7493142367805936
25,0.041019653439670296,1.990493435943866,0.9929819601009403,0.7459006562574187
26,0.02209823305600038,1.9909461294703485,0.9984753561430241,0.7484623789757938
27,0.03246192361609058,1.9913988229968311,0.9915159010171488,0.7479003617359113
28,0.033059345490412645,1.9918515165233137,0.9976527016127404,0.7505006481659094
29,0.026246423844187128,1.9918515165233137,0.990160854386888,0.7498455008117365
30,0.03109406282166056,1.9895880488909008,0.9943933235932898,0.7525737791410139
31,0.024055164121701056,1.9918515165233137,0.989592769914396,0.75368501448492
32,0.030971247259207503,1.9891353553644182,0.9960300169920084,0.7489083560885156
33,0.02242573166669931,1.993662290629244,0.9984790314629681,0.7510534498923804
34,0.031348416482469874,1.9909461294703485,0.9911930644084976,0.7488167340855127
35,0.03739319503353488,1.990493435943866,0.9967091712923506,0.7547500196851593
36,0.025412146972595178,1.9900407424173834,0.9943343237609097,0.7504783903463577
37,0.032035745750043004,1.990493435943866,0.9959664283016275,0.7506128568537294
38,0.025904331042981236,1.9913988229968311,0.996879694679293,0.7463263100043188
39,0.034989432845018986,1.9895880488909008,0.9936581233079238,0.7511051660889765
40,0.026812292335489644,1.9900407424173834,0.9958039780850387,0.7540727814769361
41,0.021887887106882352,1.9923042100497963,0.9983365145726265,0.7532522753326474
42,0.02622179648985056,1.9927569035762789,0.9931216116933784,0.7542949001718615
43,0.02244896187448438,1.9932095971027615,0.9855443143528798,0.7515514810436545
44,0.03178909645610971,1.9886826618379356,0.9951242992221301,0.7487352177066844
45,0.023335523916465203,1.9918515165233137,0.998766811893087,0.747171656287734
46,0.024814188615560482,1.9895880488909008,0.9958273871309008,0.7504741664632275
47,0.024801181452007146,1.990493435943866,0.9981794199081319,0.7464989801670336
48,0.029114593841585316,1.9909461294703485,0.9957388509831366,0.752549576499154
49,0.02687433220754191,1.990493435943866,0.9984255280939763,0.7507832468228788
50,0.029093249816590595,1.9913988229968311,0.9986585250239177,0.7520726951357045
51,0.023620280412242744,1.9895880488909008,0.9984223378523325,0.750429656693066
52,0.026107976218436694,1.9913988229968311,0.9977080795119442,0.7499419629955559
53,0.0368738038530295,1.9891353553644182,0.9986046389330431,0.75092914853105
54,0.02410360056040181,1.9918515165233137,0.9974861481699607,0.7506783351428646
55,0.02403214065136625,1.990493435943866,0.9978043126856337,0.7479588572687281
56,0.023189103978160562,1.9891353553644182,0.9969915579453255,0.7481197942599194
57,0.02388365986128498,1.990493435943866,0.992616377099789,0.7454763305966204
58,0.02838299255470904,1.9927569035762789,0.9954649375674914,0.7454917004482329
59,0.02220384931857925,1.993662290629244,0.9941209896227287,0.7484102938030708
60,0.027680935191161788,1.9900407424173834,0.9960339307657785,0.750420398756801
61,0.02181668415047608,1.9923042100497963,0.9937997838846016,0.7499712497835388
62,0.03322426388900944,1.9913988229968311,0.992763440881265,0.7483961781049264
