,,,
,,G_2,
,Matriz size,Average,Standard Deviation
,4x4,1.6290,0.2081
,8x8,1.7876,0.1026
,16x16,1.8395,0.0799
,32x32,1.8786,0.0612
,64x64,1.8797,0.0527
,128x128,1.8897,0.0561
,256x256,1.9045,0.0485
,512x512,1.9104,0.0451
